PerformanceID;EmployeeID;ReviewDate;EnvironmentSatisfaction;JobSatisfaction;RelationshipSatisfaction;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;WorkLifeBalance;SelfRating;ManagerRating
PR3880;B52E-BF41;4/15/2020;Satisfied;Neutral;Neutral;3;0;Satisfied;Above and Beyond;Exceeds Expectation
PR3881;5D69-D350;4/16/2020;Satisfied;Dissatisfied;Dissatisfied;1;1;Dissatisfied;Meets Expectation;Meets Expectation
PR3882;4BE1-4A7B;4/16/2020;Neutral;Satisfied;Neutral;2;2;Satisfied;Exceeds Expectation;Exceeds Expectation
PR3883;10E9-4C86;4/16/2020;Very Satisfied;Dissatisfied;Dissatisfied;2;0;Satisfied;Meets Expectation;Meets Expectation
PR3884;6661-FA04;4/16/2020;Satisfied;Satisfied;Satisfied;3;1;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR3885;AB81-A3A0;4/17/2020;Satisfied;Very Satisfied;Dissatisfied;2;2;Very Satisfied;Exceeds Expectation;Meets Expectation
PR3886;9D01-8A02;4/17/2020;Very Satisfied;Very Satisfied;Neutral;1;2;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR3887;6151-4A92;4/17/2020;Neutral;Dissatisfied;Very Satisfied;2;1;Satisfied;Above and Beyond;Exceeds Expectation
PR3888;6BE1-09FB;4/17/2020;Neutral;Dissatisfied;Neutral;3;2;Satisfied;Exceeds Expectation;Exceeds Expectation
PR3889;EE7E-F5AC;4/17/2020;Neutral;Dissatisfied;Satisfied;2;2;Neutral;Meets Expectation;Needs Improvement
PR389;2DD1-FD7F;9/3/2014;Very Satisfied;Satisfied;Satisfied;2;1;Satisfied;Above and Beyond;Exceeds Expectation
PR3890;FD3F-5255;4/18/2020;Satisfied;Very Satisfied;Satisfied;1;1;Satisfied;Meets Expectation;Needs Improvement
PR3891;C661-6A1C;4/19/2020;Very Satisfied;Dissatisfied;Neutral;2;0;Very Satisfied;Meets Expectation;Needs Improvement
PR3892;C025-B8B6;4/19/2020;Neutral;Neutral;Dissatisfied;1;1;Dissatisfied;Above and Beyond;Above and Beyond
PR3893;5BDE-7102;4/19/2020;Very Satisfied;Dissatisfied;Dissatisfied;2;1;Neutral;Exceeds Expectation;Exceeds Expectation
PR3894;9528-AA17;4/20/2020;Neutral;Neutral;Dissatisfied;1;1;Satisfied;Meets Expectation;Meets Expectation
PR3895;F9C6-39E2;4/20/2020;Neutral;Neutral;Very Satisfied;1;3;Neutral;Meets Expectation;Meets Expectation
PR3896;4188-C61D;4/21/2020;Very Satisfied;Satisfied;Satisfied;2;0;Neutral;Above and Beyond;Above and Beyond
PR3897;DFE3-6FA7;4/21/2020;Neutral;Very Satisfied;Neutral;1;3;Very Satisfied;Exceeds Expectation;Meets Expectation
PR3898;7335-4656;4/21/2020;Neutral;Dissatisfied;Dissatisfied;1;0;Neutral;Meets Expectation;Meets Expectation
PR3899;ACF7-5B99;4/21/2020;Very Satisfied;Dissatisfied;Very Satisfied;2;0;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR39;D7EE-56FC;2/3/2013;Very Satisfied;Very Satisfied;Neutral;3;0;Neutral;Above and Beyond;Above and Beyond
PR390;39A2-9B0A;9/5/2014;Neutral;Satisfied;Neutral;3;2;Neutral;Above and Beyond;Above and Beyond
PR3900;E503-C500;4/21/2020;Very Satisfied;Dissatisfied;Very Satisfied;3;1;Satisfied;Above and Beyond;Exceeds Expectation
PR3901;49B2-0364;4/22/2020;Very Satisfied;Neutral;Satisfied;3;1;Neutral;Exceeds Expectation;Meets Expectation
PR3902;920B-7B40;4/22/2020;Neutral;Satisfied;Neutral;2;2;Neutral;Above and Beyond;Exceeds Expectation
PR3903;A11D-324A;4/22/2020;Very Satisfied;Dissatisfied;Very Satisfied;3;1;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3904;D754-4CDF;4/22/2020;Neutral;Satisfied;Satisfied;2;2;Dissatisfied;Above and Beyond;Above and Beyond
PR3905;B5C6-A760;4/22/2020;Very Satisfied;Neutral;Satisfied;3;0;Neutral;Above and Beyond;Exceeds Expectation
PR3906;51A4-EA6E;4/23/2020;Very Satisfied;Very Satisfied;Satisfied;1;0;Very Satisfied;Meets Expectation;Needs Improvement
PR3907;A4A4-F49C;4/23/2020;Very Satisfied;Satisfied;Neutral;2;1;Very Satisfied;Meets Expectation;Meets Expectation
PR3908;23FC-93A5;4/23/2020;Satisfied;Very Satisfied;Very Satisfied;3;2;Satisfied;Exceeds Expectation;Meets Expectation
PR3909;0.00E+00;4/23/2020;Very Satisfied;Neutral;Very Satisfied;1;1;Very Satisfied;Meets Expectation;Meets Expectation
PR391;D014-7DB2;9/9/2014;Neutral;Satisfied;Satisfied;3;1;Very Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR3910;1147-7E2F;4/24/2020;Satisfied;Dissatisfied;Dissatisfied;1;0;Dissatisfied;Above and Beyond;Above and Beyond
PR3911;A31A-A90C;4/24/2020;Satisfied;Neutral;Neutral;2;1;Satisfied;Meets Expectation;Needs Improvement
PR3912;B8C3-5E0A;4/24/2020;Neutral;Neutral;Dissatisfied;3;1;Very Satisfied;Exceeds Expectation;Meets Expectation
PR3913;0626-7020;4/24/2020;Neutral;Very Satisfied;Satisfied;2;1;Satisfied;Above and Beyond;Above and Beyond
PR3914;D529-0BC2;4/26/2020;Very Satisfied;Very Satisfied;Neutral;2;2;Dissatisfied;Above and Beyond;Exceeds Expectation
PR3915;4971-33F9;4/26/2020;Satisfied;Very Satisfied;Dissatisfied;3;1;Neutral;Exceeds Expectation;Meets Expectation
PR3916;1AC8-361F;4/27/2020;Satisfied;Neutral;Dissatisfied;3;0;Dissatisfied;Meets Expectation;Meets Expectation
PR3917;D93A-CC98;4/27/2020;Very Satisfied;Satisfied;Satisfied;1;3;Satisfied;Exceeds Expectation;Meets Expectation
PR3918;EE63-4E57;4/27/2020;Satisfied;Satisfied;Very Satisfied;1;1;Dissatisfied;Meets Expectation;Needs Improvement
PR3919;F1BD-033D;4/27/2020;Satisfied;Dissatisfied;Satisfied;2;0;Dissatisfied;Meets Expectation;Needs Improvement
PR392;6135-885F;9/15/2014;Satisfied;Neutral;Very Dissatisfied;2;1;Neutral;Above and Beyond;Above and Beyond
PR3920;05CD-292D;4/27/2020;Neutral;Neutral;Very Satisfied;2;3;Neutral;Meets Expectation;Meets Expectation
PR3921;FB1F-9947;4/27/2020;Satisfied;Dissatisfied;Very Satisfied;3;0;Very Satisfied;Above and Beyond;Above and Beyond
PR3922;C79A-E5E1;4/28/2020;Satisfied;Neutral;Very Satisfied;2;3;Neutral;Exceeds Expectation;Exceeds Expectation
PR3923;5D73-961A;4/28/2020;Very Satisfied;Satisfied;Dissatisfied;1;0;Very Satisfied;Above and Beyond;Above and Beyond
PR3924;A1B4-5481;4/29/2020;Satisfied;Dissatisfied;Dissatisfied;1;0;Satisfied;Exceeds Expectation;Meets Expectation
PR3925;D49C-096C;4/29/2020;Neutral;Very Satisfied;Satisfied;1;1;Neutral;Above and Beyond;Exceeds Expectation
PR3926;2F04-931F;4/29/2020;Neutral;Very Satisfied;Neutral;3;2;Satisfied;Meets Expectation;Meets Expectation
PR3927;380E-44B4;4/29/2020;Satisfied;Very Satisfied;Neutral;1;2;Very Satisfied;Exceeds Expectation;Meets Expectation
PR3928;5639-70C0;4/29/2020;Very Satisfied;Neutral;Dissatisfied;2;1;Very Satisfied;Above and Beyond;Above and Beyond
PR3929;327B-F6D3;4/30/2020;Satisfied;Dissatisfied;Neutral;1;1;Neutral;Meets Expectation;Needs Improvement
PR393;3476-CA56;9/22/2014;Satisfied;Very Dissatisfied;Very Dissatisfied;3;1;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3930;B148-55FB;4/30/2020;Neutral;Dissatisfied;Dissatisfied;3;2;Dissatisfied;Meets Expectation;Needs Improvement
PR3931;84D8-1A04;4/30/2020;Satisfied;Satisfied;Satisfied;2;2;Satisfied;Above and Beyond;Above and Beyond
PR3932;1472-9F69;5/1/2020;Very Satisfied;Very Satisfied;Satisfied;1;0;Dissatisfied;Meets Expectation;Meets Expectation
PR3933;59DB-8465;5/1/2020;Very Satisfied;Very Satisfied;Dissatisfied;3;2;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3934;D31B-BEF8;5/2/2020;Very Satisfied;Dissatisfied;Neutral;2;3;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3935;565B-C207;5/2/2020;Neutral;Very Satisfied;Satisfied;2;0;Neutral;Above and Beyond;Exceeds Expectation
PR3936;B90D-4BEF;5/2/2020;Satisfied;Satisfied;Very Satisfied;2;1;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3937;13E5-2F17;5/3/2020;Neutral;Neutral;Dissatisfied;3;2;Very Satisfied;Meets Expectation;Needs Improvement
PR3938;ADF8-AD57;5/3/2020;Very Satisfied;Dissatisfied;Very Satisfied;1;1;Satisfied;Above and Beyond;Exceeds Expectation
PR3939;ED5D-E9D8;5/3/2020;Very Satisfied;Very Satisfied;Very Satisfied;1;3;Very Satisfied;Exceeds Expectation;Meets Expectation
PR394;07F5-A45D;9/23/2014;Very Dissatisfied;Dissatisfied;Very Dissatisfied;3;2;Dissatisfied;Above and Beyond;Exceeds Expectation
PR3940;FB1D-5A51;5/3/2020;Very Satisfied;Neutral;Very Satisfied;2;1;Dissatisfied;Meets Expectation;Needs Improvement
PR3941;FE2B-3DC7;5/4/2020;Neutral;Very Satisfied;Satisfied;1;2;Very Satisfied;Above and Beyond;Exceeds Expectation
PR3942;F3D0-41D1;5/4/2020;Very Satisfied;Satisfied;Very Satisfied;2;3;Dissatisfied;Meets Expectation;Needs Improvement
PR3943;11AE-3E4D;5/4/2020;Satisfied;Very Satisfied;Very Satisfied;2;0;Neutral;Exceeds Expectation;Exceeds Expectation
PR3944;9C6C-E5CE;5/4/2020;Satisfied;Neutral;Very Satisfied;1;2;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3945;2CA8-4E1B;5/5/2020;Very Satisfied;Satisfied;Neutral;1;0;Satisfied;Exceeds Expectation;Meets Expectation
PR3946;08E4-D3D5;5/5/2020;Satisfied;Neutral;Dissatisfied;2;1;Dissatisfied;Meets Expectation;Needs Improvement
PR3947;D2BE-E6F6;5/5/2020;Very Satisfied;Very Satisfied;Satisfied;2;2;Dissatisfied;Meets Expectation;Needs Improvement
PR3948;E8B6-8BAE;5/6/2020;Very Satisfied;Satisfied;Dissatisfied;3;0;Dissatisfied;Meets Expectation;Needs Improvement
PR3949;291F-B604;5/7/2020;Satisfied;Dissatisfied;Dissatisfied;2;1;Satisfied;Meets Expectation;Meets Expectation
PR395;E7D3-03C9;9/25/2014;Very Dissatisfied;Satisfied;Neutral;3;1;Neutral;Above and Beyond;Above and Beyond
PR3950;692B-7152;5/7/2020;Very Satisfied;Neutral;Very Satisfied;1;0;Dissatisfied;Meets Expectation;Needs Improvement
PR3951;5A65-768A;5/7/2020;Neutral;Satisfied;Very Satisfied;3;1;Dissatisfied;Meets Expectation;Needs Improvement
PR3952;4657-FE18;5/8/2020;Neutral;Satisfied;Dissatisfied;3;0;Neutral;Above and Beyond;Exceeds Expectation
PR3953;4C41-7F73;5/8/2020;Neutral;Dissatisfied;Very Satisfied;2;2;Neutral;Meets Expectation;Meets Expectation
PR3954;E28D-424B;5/9/2020;Very Satisfied;Satisfied;Very Satisfied;1;0;Dissatisfied;Above and Beyond;Above and Beyond
PR3955;7B47-C915;5/9/2020;Satisfied;Very Satisfied;Dissatisfied;1;1;Very Satisfied;Meets Expectation;Meets Expectation
PR3956;28F4-8367;5/9/2020;Neutral;Satisfied;Neutral;2;1;Dissatisfied;Meets Expectation;Meets Expectation
PR3957;A848-F98B;5/10/2020;Satisfied;Satisfied;Dissatisfied;3;0;Satisfied;Above and Beyond;Exceeds Expectation
PR3958;DA4C-7F2E;5/10/2020;Very Satisfied;Neutral;Neutral;1;0;Satisfied;Above and Beyond;Exceeds Expectation
PR3959;1C87-44CB;5/11/2020;Neutral;Satisfied;Dissatisfied;3;1;Very Satisfied;Meets Expectation;Meets Expectation
PR396;7F61-2397;9/27/2014;Very Dissatisfied;Satisfied;Very Dissatisfied;3;0;Dissatisfied;Meets Expectation;Needs Improvement
PR3960;41FE-D257;5/11/2020;Satisfied;Very Satisfied;Very Satisfied;1;0;Dissatisfied;Meets Expectation;Needs Improvement
PR3961;A690-3D5D;5/11/2020;Very Satisfied;Very Satisfied;Satisfied;2;3;Satisfied;Exceeds Expectation;Meets Expectation
PR3962;42CC-040A;5/12/2020;Neutral;Satisfied;Very Satisfied;3;2;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3963;C9FF-3A25;5/12/2020;Satisfied;Dissatisfied;Neutral;2;2;Very Satisfied;Above and Beyond;Exceeds Expectation
PR3964;BE93-0736;5/12/2020;Very Satisfied;Dissatisfied;Dissatisfied;1;2;Dissatisfied;Above and Beyond;Above and Beyond
PR3965;BBD0-FB7D;5/12/2020;Neutral;Satisfied;Very Satisfied;2;0;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3966;1F0F-458C;5/13/2020;Neutral;Satisfied;Satisfied;3;0;Neutral;Meets Expectation;Meets Expectation
PR3967;A184-3B30;5/13/2020;Satisfied;Dissatisfied;Very Satisfied;2;0;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3968;801C-89BF;5/13/2020;Satisfied;Satisfied;Very Satisfied;3;3;Satisfied;Meets Expectation;Meets Expectation
PR3969;C8BC-3B77;5/13/2020;Neutral;Dissatisfied;Very Satisfied;3;0;Neutral;Exceeds Expectation;Exceeds Expectation
PR397;EB81-3E51;9/27/2014;Very Dissatisfied;Dissatisfied;Very Dissatisfied;2;0;Satisfied;Exceeds Expectation;Meets Expectation
PR3970;ECC7-B638;5/13/2020;Very Satisfied;Satisfied;Dissatisfied;3;0;Satisfied;Meets Expectation;Meets Expectation
PR3971;5AC6-91D4;5/13/2020;Very Satisfied;Neutral;Dissatisfied;2;0;Neutral;Meets Expectation;Meets Expectation
PR3972;DE6C-86FC;5/14/2020;Very Satisfied;Neutral;Satisfied;3;0;Satisfied;Exceeds Expectation;Exceeds Expectation
PR3973;1C57-5F2A;5/14/2020;Satisfied;Satisfied;Neutral;3;0;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR3974;0A05-3943;5/15/2020;Neutral;Dissatisfied;Very Satisfied;1;0;Dissatisfied;Above and Beyond;Exceeds Expectation
PR3975;9F65-F612;5/15/2020;Neutral;Neutral;Satisfied;3;3;Neutral;Above and Beyond;Exceeds Expectation
PR3976;64D6-0D5F;5/15/2020;Satisfied;Satisfied;Neutral;1;2;Neutral;Meets Expectation;Needs Improvement
PR3977;26DF-1241;5/15/2020;Neutral;Neutral;Very Satisfied;1;1;Satisfied;Above and Beyond;Exceeds Expectation
PR3978;2BCE-F73C;5/15/2020;Very Satisfied;Dissatisfied;Satisfied;1;1;Dissatisfied;Above and Beyond;Above and Beyond
PR3979;9D3C-DA45;5/16/2020;Satisfied;Dissatisfied;Neutral;1;1;Dissatisfied;Above and Beyond;Exceeds Expectation
PR398;1CB3-F7D7;9/29/2014;Dissatisfied;Satisfied;Satisfied;2;1;Dissatisfied;Meets Expectation;Needs Improvement
PR3980;2523-EFD4;5/17/2020;Satisfied;Dissatisfied;Satisfied;3;2;Satisfied;Meets Expectation;Meets Expectation
PR3981;3A20-7C3E;5/17/2020;Very Satisfied;Dissatisfied;Dissatisfied;3;2;Neutral;Meets Expectation;Meets Expectation
PR3982;4D59-B831;5/18/2020;Satisfied;Very Satisfied;Dissatisfied;3;2;Dissatisfied;Above and Beyond;Above and Beyond
PR3983;5060-A677;5/18/2020;Neutral;Satisfied;Neutral;3;1;Neutral;Above and Beyond;Above and Beyond
PR3984;A2D0-E2D2;5/18/2020;Neutral;Dissatisfied;Satisfied;1;0;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3985;BE54-8537;5/18/2020;Neutral;Dissatisfied;Very Satisfied;1;2;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR3986;9169-FC4B;5/19/2020;Satisfied;Dissatisfied;Dissatisfied;3;0;Very Satisfied;Exceeds Expectation;Meets Expectation
PR3987;72A2-1105;5/19/2020;Neutral;Satisfied;Dissatisfied;1;1;Neutral;Exceeds Expectation;Meets Expectation
PR3988;E9D9-787A;5/19/2020;Satisfied;Dissatisfied;Very Satisfied;2;3;Neutral;Meets Expectation;Meets Expectation
PR3989;00B0-F199;5/20/2020;Neutral;Satisfied;Neutral;1;1;Satisfied;Exceeds Expectation;Meets Expectation
PR399;130F-32AB;10/2/2014;Satisfied;Neutral;Dissatisfied;1;1;Satisfied;Exceeds Expectation;Meets Expectation
PR3990;5988-3855;5/20/2020;Neutral;Neutral;Neutral;1;0;Neutral;Above and Beyond;Above and Beyond
PR3991;1705-0DE5;5/21/2020;Satisfied;Dissatisfied;Satisfied;2;2;Satisfied;Meets Expectation;Needs Improvement
PR3992;8766-F1E7;5/22/2020;Neutral;Neutral;Satisfied;2;1;Dissatisfied;Above and Beyond;Exceeds Expectation
PR3993;45F9-3A37;5/22/2020;Satisfied;Very Satisfied;Neutral;3;0;Satisfied;Above and Beyond;Exceeds Expectation
PR3994;BD1B-53A3;5/22/2020;Satisfied;Satisfied;Very Satisfied;2;0;Neutral;Meets Expectation;Needs Improvement
PR3995;81BE-17CD;5/22/2020;Very Satisfied;Very Satisfied;Dissatisfied;2;0;Satisfied;Meets Expectation;Needs Improvement
PR3996;1B7F-73A9;5/22/2020;Neutral;Dissatisfied;Very Satisfied;3;2;Dissatisfied;Exceeds Expectation;Meets Expectation
PR3997;3B90-B998;5/22/2020;Neutral;Dissatisfied;Very Satisfied;3;1;Neutral;Meets Expectation;Meets Expectation
PR3998;DF5F-5ED9;5/22/2020;Satisfied;Satisfied;Dissatisfied;2;0;Neutral;Meets Expectation;Meets Expectation
PR3999;4FCD-7D65;5/22/2020;Neutral;Very Satisfied;Neutral;2;3;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR40;62A3-DEA7;2/4/2013;Satisfied;Satisfied;Dissatisfied;2;2;Satisfied;Meets Expectation;Meets Expectation
PR400;B34E-95FF;10/2/2014;Very Satisfied;Dissatisfied;Neutral;3;1;Dissatisfied;Above and Beyond;Exceeds Expectation
PR4000;6A09-C910;5/22/2020;Very Satisfied;Satisfied;Dissatisfied;1;3;Neutral;Above and Beyond;Exceeds Expectation
PR4001;06DE-E772;5/23/2020;Very Satisfied;Satisfied;Satisfied;3;1;Very Satisfied;Meets Expectation;Meets Expectation
PR4002;0F83-39C1;5/23/2020;Very Satisfied;Satisfied;Satisfied;3;0;Dissatisfied;Meets Expectation;Needs Improvement
PR4003;ED49-73D3;5/23/2020;Neutral;Dissatisfied;Dissatisfied;1;0;Dissatisfied;Above and Beyond;Above and Beyond
PR4004;9C24-CD7A;5/24/2020;Satisfied;Dissatisfied;Very Satisfied;3;1;Dissatisfied;Above and Beyond;Above and Beyond
PR4005;242A-4FA0;5/24/2020;Neutral;Neutral;Neutral;2;2;Satisfied;Exceeds Expectation;Exceeds Expectation
PR4006;566A-FC64;5/24/2020;Satisfied;Dissatisfied;Neutral;1;0;Very Satisfied;Above and Beyond;Exceeds Expectation
PR4007;D91C-815B;5/25/2020;Satisfied;Satisfied;Neutral;3;1;Satisfied;Exceeds Expectation;Exceeds Expectation
PR4008;29C2-1A3F;5/25/2020;Neutral;Dissatisfied;Neutral;2;1;Satisfied;Above and Beyond;Above and Beyond
PR4009;462E-03DF;5/25/2020;Satisfied;Very Satisfied;Dissatisfied;3;0;Satisfied;Meets Expectation;Needs Improvement
PR401;277A-A6FA;10/4/2014;Satisfied;Satisfied;Neutral;1;2;Satisfied;Above and Beyond;Exceeds Expectation
PR4010;2F98-E645;5/26/2020;Neutral;Very Satisfied;Dissatisfied;1;2;Dissatisfied;Exceeds Expectation;Meets Expectation
PR4011;F469-0427;5/26/2020;Neutral;Satisfied;Satisfied;2;0;Dissatisfied;Above and Beyond;Above and Beyond
PR4012;4938-402A;5/26/2020;Neutral;Satisfied;Very Satisfied;1;3;Satisfied;Exceeds Expectation;Meets Expectation
PR4013;CACA-0D62;5/27/2020;Satisfied;Satisfied;Dissatisfied;3;1;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR4014;C08F-94F9;5/28/2020;Satisfied;Satisfied;Satisfied;1;1;Neutral;Exceeds Expectation;Exceeds Expectation
PR4015;DEBE-1622;5/28/2020;Very Satisfied;Neutral;Dissatisfied;1;0;Very Satisfied;Meets Expectation;Meets Expectation
PR4016;6965-C170;5/28/2020;Dissatisfied;Satisfied;Neutral;1;2;Very Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR4017;7349-CCE0;5/28/2020;Very Dissatisfied;Dissatisfied;Dissatisfied;2;2;Satisfied;Above and Beyond;Exceeds Expectation
PR4018;8FF0-0F7A;5/29/2020;Satisfied;Satisfied;Dissatisfied;1;1;Dissatisfied;Above and Beyond;Exceeds Expectation
PR4019;259B-6C50;5/29/2020;Neutral;Dissatisfied;Satisfied;3;0;Dissatisfied;Meets Expectation;Meets Expectation
PR402;817D-28CE;10/10/2014;Satisfied;Dissatisfied;Satisfied;3;3;Neutral;Meets Expectation;Meets Expectation
PR4020;6313-8E62;5/30/2020;Neutral;Satisfied;Satisfied;1;1;Satisfied;Exceeds Expectation;Meets Expectation
PR4021;F662-DEA5;5/30/2020;Satisfied;Satisfied;Very Dissatisfied;1;2;Satisfied;Meets Expectation;Needs Improvement
PR4022;76ED-1CF5;5/30/2020;Satisfied;Neutral;Neutral;2;2;Dissatisfied;Exceeds Expectation;Meets Expectation
PR4023;2FAE-9278;5/30/2020;Very Satisfied;Very Satisfied;Neutral;3;2;Very Satisfied;Exceeds Expectation;Exceeds Expectation
PR4024;FC47-1953;5/30/2020;Neutral;Neutral;Satisfied;3;1;Very Satisfied;Exceeds Expectation;Meets Expectation
PR4025;B3AF-7E58;5/31/2020;Satisfied;Dissatisfied;Dissatisfied;2;3;Satisfied;Meets Expectation;Meets Expectation
PR4026;64BA-99F0;5/31/2020;Satisfied;Neutral;Satisfied;1;1;Satisfied;Exceeds Expectation;Meets Expectation
PR4027;8663-3E02;5/31/2020;Neutral;Neutral;Very Satisfied;3;0;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR4028;F523-1135;5/31/2020;Neutral;Satisfied;Neutral;2;1;Very Satisfied;Meets Expectation;Needs Improvement
PR4029;5C87-D7BB;5/31/2020;Neutral;Satisfied;Satisfied;2;1;Satisfied;Meets Expectation;Needs Improvement
PR403;EC6A-DD76;10/10/2014;Satisfied;Very Satisfied;Very Satisfied;1;1;Dissatisfied;Exceeds Expectation;Meets Expectation
PR4030;3A2C-ABB8;6/1/2020;Satisfied;Very Satisfied;Very Satisfied;1;2;Dissatisfied;Above and Beyond;Exceeds Expectation
PR4031;0C7B-2EA6;6/2/2020;Neutral;Neutral;Very Satisfied;1;1;Satisfied;Above and Beyond;Above and Beyond
PR4032;06E8-4FD4;6/3/2020;Very Satisfied;Neutral;Dissatisfied;3;1;Satisfied;Meets Expectation;Meets Expectation
PR4033;9D7B-9B37;6/4/2020;Satisfied;Dissatisfied;Satisfied;1;1;Satisfied;Exceeds Expectation;Exceeds Expectation
PR4034;BBE1-D4A5;6/4/2020;Very Satisfied;Satisfied;Dissatisfied;3;1;Neutral;Meets Expectation;Needs Improvement
PR4035;8533-B8FA;6/4/2020;Satisfied;Very Satisfied;Dissatisfied;1;1;Neutral;Above and Beyond;Exceeds Expectation
PR4036;DDBF-9C79;6/5/2020;Neutral;Neutral;Very Satisfied;3;1;Dissatisfied;Meets Expectation;Needs Improvement
PR4037;6CAD-47F0;6/5/2020;Satisfied;Very Satisfied;Very Satisfied;3;0;Satisfied;Exceeds Expectation;Meets Expectation
PR4038;CD4D-7BBA;6/5/2020;Very Satisfied;Satisfied;Dissatisfied;2;1;Very Satisfied;Meets Expectation;Meets Expectation
PR4039;D3F6-A313;6/6/2020;Neutral;Dissatisfied;Neutral;2;0;Satisfied;Meets Expectation;Needs Improvement
PR404;FAC0-942B;10/15/2014;Very Satisfied;Dissatisfied;Very Satisfied;1;1;Dissatisfied;Above and Beyond;Above and Beyond
PR4040;2B70-5A31;6/6/2020;Satisfied;Neutral;Neutral;2;2;Neutral;Above and Beyond;Above and Beyond
PR4041;F60C-4888;6/7/2020;Neutral;Very Satisfied;Very Satisfied;1;1;Satisfied;Above and Beyond;Above and Beyond
PR4042;0EA5-3A95;6/7/2020;Satisfied;Satisfied;Very Satisfied;2;0;Very Satisfied;Meets Expectation;Needs Improvement
PR4043;B785-D8F8;6/8/2020;Neutral;Neutral;Dissatisfied;3;0;Dissatisfied;Meets Expectation;Meets Expectation
PR4044;D584-4E31;6/8/2020;Satisfied;Satisfied;Dissatisfied;2;3;Satisfied;Above and Beyond;Exceeds Expectation
PR4045;8A40-C85A;6/9/2020;Neutral;Dissatisfied;Very Satisfied;3;2;Neutral;Above and Beyond;Exceeds Expectation
PR4046;19C3-DAE4;6/9/2020;Satisfied;Dissatisfied;Satisfied;1;1;Very Satisfied;Above and Beyond;Above and Beyond
PR4047;DC67-3B66;6/10/2020;Very Satisfied;Satisfied;Very Satisfied;2;1;Satisfied;Meets Expectation;Meets Expectation
PR4048;E81C-A653;6/11/2020;Very Satisfied;Dissatisfied;Very Satisfied;2;1;Dissatisfied;Exceeds Expectation;Exceeds Expectation
PR4049;DFDC-286C;6/12/2020;Satisfied;Neutral;Neutral;3;1;Very Satisfied;Meets Expectation;Needs Improvement
PR405;45FF-ACE6;10/18/2014;Neutral;Neutral;Dissatisfied;1;1;Satisfied;Above and Beyond;Above and Beyond
PR4050;3E42-57C8;6/13/2020;Neutral;Very Satisfied;Very Satisfied;3;2;Very Satisfied;Meets Expectation;Needs Improvement
